timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1706982151384,638,"home/-1,950",200,OK,Thread Group 2-1,text,true,,31207,720,1,3,https://casekaro.com/,637,0,452
1706982151383,640,"home/-1,950",200,OK,Thread Group 3-1,text,true,,31111,720,1,3,https://casekaro.com/,639,0,448
1706982151383,657,"home/-1,950",200,OK,Thread Group 1-1,text,true,,31174,720,1,3,https://casekaro.com/,657,0,449
1706982152052,129,"mobilecover/pages/mobile-back-covers-2,125",200,OK,Thread Group 2-1,text,true,,26924,1260,1,3,https://casekaro.com/pages/mobile-back-covers,129,0,0
1706982152044,144,"mobilecover/pages/mobile-back-covers-2,125",200,OK,Thread Group 3-1,text,true,,26783,1260,1,3,https://casekaro.com/pages/mobile-back-covers,143,0,0
1706982152049,210,"mobilecover/pages/mobile-back-covers-2,125",200,OK,Thread Group 1-1,text,true,,26744,1260,1,3,https://casekaro.com/pages/mobile-back-covers,210,0,0
1706982152621,134,"mousepad/collections/mouse-pad-2,285",200,OK,Thread Group 1-1,text,true,,34943,1257,1,3,https://casekaro.com/collections/mouse-pad,134,0,0
1706982152620,155,"mousepad/collections/mouse-pad-2,285",200,OK,Thread Group 3-1,text,true,,34954,1257,1,3,https://casekaro.com/collections/mouse-pad,155,0,0
1706982152618,181,"mousepad/collections/mouse-pad-2,285",200,OK,Thread Group 2-1,text,true,,35071,1257,1,3,https://casekaro.com/collections/mouse-pad,180,0,0
1706982152833,139,"trackorder/pages/track-order-1-1,861",200,OK,Thread Group 1-1,text,true,,25643,1255,1,4,https://casekaro.com/pages/track-order-1,139,0,0
1706982152866,128,"trackorder/pages/track-order-1-1,861",200,OK,Thread Group 2-1,text,true,,25695,1255,2,4,https://casekaro.com/pages/track-order-1,128,0,0
1706982152855,224,"trackorder/pages/track-order-1-1,861",200,OK,Thread Group 3-1,text,true,,25708,1255,1,2,https://casekaro.com/pages/track-order-1,224,0,0
1706982152956,338,"home/-1,950",200,OK,Thread Group 2-2,text,true,,31234,720,1,2,https://casekaro.com/,338,0,144
1706982153297,135,"mobilecover/pages/mobile-back-covers-2,125",200,OK,Thread Group 2-2,text,true,,26961,1260,1,3,https://casekaro.com/pages/mobile-back-covers,134,0,0
1706982153269,297,"home/-1,950",200,OK,Thread Group 1-2,text,true,,31029,720,1,3,https://casekaro.com/,297,0,107
1706982153451,133,"mousepad/collections/mouse-pad-2,285",200,OK,Thread Group 2-2,text,true,,35028,1257,1,3,https://casekaro.com/collections/mouse-pad,133,0,0
1706982153331,308,"home/-1,950",200,OK,Thread Group 3-2,text,true,,31117,720,1,3,https://casekaro.com/,308,0,170
